CREATE TABLE `Customers` (`CustomerID` BIGINT NOT NULL, `FirstName` TEXT, `MiddleInitial` TEXT, `LastName` TEXT, PRIMARY KEY (`CustomerID`));
CREATE TABLE `Employees` (`EmployeeID` BIGINT NOT NULL, `FirstName` TEXT, `MiddleInitial` TEXT, `LastName` TEXT, PRIMARY KEY (`EmployeeID`));
CREATE TABLE `Products` (`ProductID` BIGINT NOT NULL, `Name` TEXT, `Price` DOUBLE, PRIMARY KEY (`ProductID`));
CREATE TABLE `Sales` (`SalesID` BIGINT NOT NULL, `SalesPersonID` BIGINT, `CustomerID` BIGINT, `ProductID` BIGINT, `Quantity` BIGINT, PRIMARY KEY (`SalesID`));
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7500, 'Gloria', NULL, 'Reed');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7502, 'Gloria', 'A', 'Dominguez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7507, 'Gloria', 'B', 'Orona');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7550, 'Grace', 'A', 'Thompson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7553, 'Grace', 'C', 'Bailey');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7567, 'Grace', 'J', 'Bryant');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7596, 'Grant', NULL, 'Culbertson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7602, 'Grant', 'A', 'Andersen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7640, 'Gregory', NULL, 'She');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7672, 'Hailey', NULL, 'Edwards');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7687, 'Hailey', 'C', 'Allen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7775, 'Haley', 'L', 'Jenkins');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7776, 'Haley', 'M', 'Adams');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7781, 'Haley', 'M', 'Turner');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7786, 'Haley', 'T', 'Ross');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7795, 'Hannah', NULL, 'Johnson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7825, 'Hannah', 'L', 'Coleman');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7832, 'Hannah', 'S', 'Harris');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7848, 'Harold', 'C', 'Perez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7850, 'Harold', 'F', 'Raman');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7857, 'Harold', 'S', 'Sara');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7860, 'Hazel', 'R', 'Walker');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7871, 'Heather', NULL, 'Zhang');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7890, 'Hector', NULL, 'Navarro');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7907, 'Heidi', NULL, 'Mehta');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7919, 'Heidi', 'L', 'Raman');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7920, 'Heidi', 'L', 'Rodriguez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7939, 'Henry', NULL, 'Rana');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7949, 'Henry', 'J', 'Stone');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (7997, 'Hunter', NULL, 'Hayes');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8009, 'Hunter', NULL, 'Moore');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8019, 'Hunter', NULL, 'Turner');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8078, 'Ian', NULL, 'Rivera');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8106, 'Ian', 'F', 'Sanchez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8127, 'Ian', 'M', 'White');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8138, 'Ian', 'T', 'Russell');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8146, 'Ingrid', 'K', 'Burkhardt');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8213, 'Isabel', 'L', 'Henderson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8259, 'Isabella', NULL, 'Young');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8261, 'Isabella', 'A', 'Butler');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8262, 'Isabella', 'A', 'Davis');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8273, 'Isabella', 'D', 'Coleman');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8277, 'Isabella', 'D', 'Sanchez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8298, 'Isabella', 'L', 'Price');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8308, 'Isabella', 'R', 'Scott');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8364, 'Isaiah', 'H', 'Bailey');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8366, 'Isaiah', 'J', 'Evans');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8406, 'Jack', NULL, 'Jai');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8453, 'Jack', 'W', 'Baker');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8461, 'Jackson', NULL, 'Evans');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8477, 'Jackson', NULL, 'Turner');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8504, 'Jackson', 'S', 'Coleman');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8513, 'Jaclyn', NULL, 'Guo');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8514, 'Jaclyn', NULL, 'He');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8543, 'Jaclyn', 'D', 'Zhao');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8589, 'Jacqueline', NULL, 'Ross');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8590, 'Jacqueline', NULL, 'Russell');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8608, 'Jacqueline', 'K', 'Foster');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8615, 'Jacqueline', 'R', 'Price');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8620, 'Jacqueline', 'W', 'Simmons');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8632, 'Jacquelyn', NULL, 'Vazquez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8651, 'Jada', NULL, 'Murphy');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8692, 'Jade', 'T', 'Bell');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8726, 'Jaime', 'J', 'Ruiz');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8733, 'Jaime', 'M', 'Rai');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8743, 'Jake', NULL, 'Chen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8777, 'James', NULL, 'Henderson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8781, 'James', NULL, 'Johnson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8789, 'James', NULL, 'Robinson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8790, 'James', NULL, 'Shan');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8826, 'James', 'J', 'Williams');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8844, 'James', 'R', 'Glynn');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8869, 'Jamie', NULL, 'Li');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8911, 'Jan', 'D', 'Cox');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8953, 'Janet', NULL, 'Serrano');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8962, 'Janet', 'E', 'Wright');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8995, 'Jared', NULL, 'Morris');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (8999, 'Jared', NULL, 'Torres');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9062, 'Jasmine', 'A', 'Anderson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9101, 'Jason', NULL, 'Adams');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9132, 'Jason', 'F', 'Sharma');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9145, 'Jason', 'M', 'Watters');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9164, 'Javier', 'P', 'Ortega');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9207, 'Jay', 'L', 'Madan');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9237, 'Jeffery', NULL, 'He');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9238, 'Jeffery', NULL, 'Huang');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9252, 'Jeffery', 'E', 'Wang');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9257, 'Jeffery', 'M', 'She');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9261, 'Jeffrey', NULL, 'Kurtz');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9285, 'Jenna', 'T', 'Roberts');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9306, 'Jennifer', NULL, 'Riegle');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9316, 'Jennifer', NULL, 'Wilson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9317, 'Jennifer', NULL, 'Wright');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9338, 'Jennifer', 'D', 'Morris');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9370, 'Jennifer', 'P', 'Thompson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9371, 'Jennifer', 'R', 'Harris');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9385, 'Jenny', NULL, 'Chen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9396, 'Jenny', NULL, 'Raji');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9441, 'Jeremiah', NULL, 'Miller');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9463, 'Jeremiah', 'L', 'Howard');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9478, 'Jeremy', NULL, 'Barnes');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9499, 'Jeremy', NULL, 'White');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9512, 'Jeremy', 'J', 'Clark');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9541, 'Jermaine', 'J', 'Perez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9547, 'Jerome', NULL, 'Johnsen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9557, 'Jerome', 'H', 'Diaz');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9563, 'Jerome', 'L', 'Suarez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9590, 'Jesse', NULL, 'Campbell');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9701, 'Jessica', 'R', 'Flores');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9709, 'Jessie', NULL, 'Carlson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9719, 'Jessie', NULL, 'Navarro');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9729, 'Jessie', 'B', 'Wang');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9742, 'Jessie', 'J', 'Ye');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9750, 'Jésus', NULL, 'Carlson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9768, 'Jésus', 'M', 'Gill');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9769, 'Jésus', 'M', 'Hernandez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9774, 'Jill', NULL, 'Alonso');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9780, 'Jill', NULL, 'Miller');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9791, 'Jill', 'A', 'Travers');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9792, 'Jill', 'A', 'Williams');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9837, 'Jim', NULL, 'Wickham');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9878, 'Joan', 'A', 'Carter');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9928, 'Jocelyn', 'D', 'Diaz');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9932, 'Jocelyn', 'G', 'Hayes');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9990, 'Joe', 'D', 'Rana');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (9991, 'Joe', 'E', 'Alvarez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10029, 'John', NULL, 'Berry');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10042, 'John', NULL, 'Kelly');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10050, 'John', NULL, 'Wood');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10061, 'John', 'I', 'Thompson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10067, 'John', 'L', 'Wood');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10120, 'Johnny', 'A', 'Chavez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10135, 'Jon', NULL, 'Chen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10158, 'Jon', NULL, 'Zhao');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10171, 'Jon', 'M', 'Lal');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10180, 'Jonathan', NULL, 'Allen');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10196, 'Jonathan', NULL, 'Jenkins');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10206, 'Jonathan', NULL, 'Phillips');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10209, 'Jonathan', NULL, 'Robinson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10213, 'Jonathan', NULL, 'Thompson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10251, 'Jonathan', 'R', 'Griffin');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10258, 'Jonathon', NULL, 'Navarro');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10283, 'Jordan', NULL, 'Griffin');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10292, 'Jordan', NULL, 'Lopez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10305, 'Jordan', 'A', 'Hernandez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10318, 'Jordan', 'F', 'Adams');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10346, 'Jordyn', NULL, 'Bryant');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10361, 'Jordyn', 'K', 'Henderson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10386, 'Jorge', 'M', 'Wang');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10387, 'Jorge', 'M', 'Zhou');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10393, 'Jose', NULL, 'Anderson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10396, 'Jose', NULL, 'Carlson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10472, 'José', 'J', 'Jackson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10479, 'Joseph', NULL, 'Robinson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10482, 'Joseph', NULL, 'White');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10486, 'Joseph', 'D', 'Harris');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10493, 'Joseph', 'L', 'Moore');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10496, 'Joseph', 'M', 'Garcia');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10498, 'Joseph', 'M', 'Lique');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10502, 'Joseph', 'R', 'Jackson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10505, 'Joseph', 'T', 'Williams');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10507, 'Josh', NULL, 'Pollock');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10528, 'Joshua', 'L', 'Lee');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10534, 'Jossef', NULL, 'Goldberg');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10554, 'Joy', 'G', 'Alvarez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10560, 'Joyce', NULL, 'Jarvis');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10565, 'Juan', NULL, 'Ramos');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10568, 'Juan', NULL, 'Ruiz');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10579, 'Juan', 'J', 'Watson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10590, 'Juan', 'R', 'Suarez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10607, 'Juha-Pekka', NULL, 'Posti');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10614, 'Julia', NULL, 'Evans');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10615, 'Julia', NULL, 'Gonzales');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10629, 'Julia', NULL, 'Perry');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10638, 'Julia', 'A', 'Cox');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10639, 'Julia', 'A', 'Foster');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10659, 'Julia', 'I', 'Lopez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10705, 'Julian', 'A', 'Barnes');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10710, 'Julian', 'D', 'Patterson');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10741, 'Julie', 'P', 'Waggoner');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10827, 'Kaitlin', NULL, 'Martinez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10829, 'Kaitlin', NULL, 'Perez');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10841, 'Kaitlin', 'L', 'Prasad');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10862, 'Kaitlyn', NULL, 'Long');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10876, 'Kaitlyn', NULL, 'Ward');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10896, 'Kaitlyn', 'I', 'James');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10897, 'Kaitlyn', 'J', 'Cook');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10959, 'Karen', NULL, 'Archer');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10978, 'Karen', 'E', 'Xu');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10979, 'Karen', 'E', 'Yang');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10984, 'Karen', 'K', 'Lu');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (10999, 'Kari', NULL, 'Garcia');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (11011, 'Kari', NULL, 'Serrano');
INSERT INTO `Customers` (`CustomerID`, `FirstName`, `MiddleInitial`, `LastName`) VALUES (11025, 'Kari', 'J', 'Malhotra');
